date,actual,predicted,pred_return,signal,position,cash,total,returns
2022-12-07,96.39643633957944,100.17439868744384,0.011773776330241681,-1,0.0,1000000,1000000.0,0.0
2022-12-08,97.80049116650883,100.148968384608,-0.00025386029932850107,-1,0.0,1000000,1000000.0,0.0
2022-12-09,100.07380114998725,100.07194429596343,-0.00076909517778323,-1,0.0,1000000,1000000.0,0.0
2022-12-12,96.12903650438923,101.32705829852549,0.01254211668807037,-1,0.0,1000000,1000000.0,0.0
2022-12-13,96.99829166093828,100.83320623662132,-0.004873841895707609,-1,0.0,1000000,1000000.0,0.0
2022-12-14,96.9312360099598,99.92266681134684,-0.009030154442751237,-1,0.0,1000000,1000000.0,0.0
2022-12-15,96.0619808534108,99.58435941769652,-0.003385692200239654,-1,0.0,1000000,1000000.0,0.0
2022-12-16,97.66679124891374,99.0730014245748,-0.0051349227540530284,-1,0.0,1000000,1000000.0,0.0
2022-12-19,95.66088110062552,99.64080424468604,0.005731155934985077,-1,0.0,1000000,1000000.0,0.0
2022-12-20,93.78908225429424,98.87241137392807,-0.007711628549996852,-1,0.0,1000000,1000000.0,0.0
2022-12-21,94.65792602648142,97.69491403025836,-0.01190926090814659,-1,0.0,1000000,1000000.0,0.0
2022-12-22,95.05943716362852,96.90134194575258,-0.008122962104864517,-1,0.0,1000000,1000000.0,0.0
2022-12-23,95.25978134784025,97.8657650893186,0.00995262938779451,-1,0.0,1000000,1000000.0,0.0
2022-12-26,93.85572652091086,97.62737106557783,-0.002435928677645305,-1,0.0,1000000,1000000.0,0.0
2022-12-27,96.12903650438923,97.45604795903208,-0.001754867560969875,-1,0.0,1000000,1000000.0,0.0
2022-12-28,96.32979207296282,98.53807118786864,0.011102679120452486,-1,0.0,1000000,1000000.0,0.0
2022-12-29,95.59423683400888,98.89795215596264,0.0036522022783240793,-1,0.0,1000000,1000000.0,0.0
2022-12-30,96.4634919905579,97.94492845699324,-0.009636435115122244,-1,0.0,1000000,1000000.0,0.0
2023-01-03,100.54195655375098,98.66754276522128,0.007377761356427426,-1,0.0,1000000,1000000.0,0.0
2023-01-04,104.21932136415876,101.43000482461844,0.027997677675731802,-1,0.0,1000000,1000000.0,0.0
2023-01-05,105.28892070491952,104.19565069365186,0.027266545770311845,-1,0.0,1000000,1000000.0,0.0
